City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Pisco,PE,-13.7,-76.2167,65.01,94,75,5.75,broken clouds
467,Kurilsk,RU,45.2333,147.8833,41.41,81,99,8.3,overcast clouds
468,Dawson,US,31.7735,-84.4466,80.02,51,51,4.23,broken clouds
469,Owando,CG,-0.4819,15.8999,73.13,82,83,1.68,broken clouds
470,Atambua,ID,-9.1061,124.8925,83.98,53,6,3.76,clear sky
471,Ratnagiri,IN,16.9833,73.3,84.76,65,100,8.81,overcast clouds
472,Nuuk,GL,64.1835,-51.7216,52.41,35,68,20.71,broken clouds
473,Lompoc,US,34.6391,-120.4579,67.37,81,75,10.36,broken clouds
474,Poum,NC,-20.2333,164.0167,73.04,57,0,11.41,clear sky
475,Porto Velho,BR,-8.7619,-63.9039,75.25,94,0,0.0,light rain
476,Rocha,UY,-34.4833,-54.3333,56.17,76,44,14.56,scattered clouds
477,Banda Aceh,ID,5.5577,95.3222,80.76,77,100,11.63,overcast clouds
478,Barcelos,PT,41.5388,-8.6151,62.92,77,91,1.25,overcast clouds
479,Denpasar,ID,-8.65,115.2167,83.86,84,40,7.72,scattered clouds
480,Aksehir,TR,38.3575,31.4164,62.56,56,97,3.09,light rain
481,Asuncion,PY,-25.3007,-57.6359,60.24,82,100,3.04,overcast clouds
482,Pitkyaranta,RU,61.5734,31.4792,42.57,95,94,7.27,overcast clouds
483,Araouane,ML,18.9048,-3.5265,90.91,23,100,5.32,overcast clouds
484,Quchan,IR,37.106,58.5095,64.94,60,100,9.04,overcast clouds
485,Mount Gambier,AU,-37.8333,140.7667,58.91,77,75,16.11,broken clouds
486,Baykit,RU,61.67,96.37,46.18,58,47,4.18,scattered clouds
487,Khandbari,NP,27.3747,87.2039,70.18,93,100,2.55,light rain
488,Svetlogorsk,BY,52.6333,29.7333,50.79,93,4,5.28,clear sky
489,Sunrise,US,26.1577,-80.2861,78.84,72,1,1.99,clear sky
490,Jijiga,ET,9.35,42.8,59.54,89,45,7.76,scattered clouds
491,Merauke,ID,-8.4667,140.3333,81.57,72,62,9.35,broken clouds
492,Berlevag,NO,70.8578,29.0864,39.61,71,99,14.99,overcast clouds
493,Mackay,AU,-21.15,149.2,83.68,60,3,10.36,clear sky
494,Menongue,AO,-14.6585,17.691,49.35,62,0,4.45,clear sky
495,Nome,US,64.5011,-165.4064,65.1,29,1,6.91,clear sky
496,Prainha,BR,-1.8,-53.48,77.14,83,73,2.89,broken clouds
497,Raudeberg,NO,61.9875,5.1352,48.87,82,0,17.29,clear sky
498,Labuhan,ID,-6.8844,112.2051,86.11,65,49,15.35,scattered clouds
499,Santa Lucia,ES,27.9117,-15.5407,58.32,63,75,11.59,broken clouds
500,La Llanada,CO,1.49,-77.5835,48.18,89,66,3.67,broken clouds
501,Parabel,RU,58.6978,81.4825,57.42,72,82,15.08,broken clouds
502,Macas,EC,-2.3167,-78.1167,65.28,98,63,3.11,light rain
503,Ginir,ET,7.1333,40.7,53.98,92,97,3.31,overcast clouds
504,Cheney,US,47.4874,-117.5758,70.14,34,75,5.82,broken clouds
505,Qala,AZ,40.4418,50.1681,62.49,88,40,14.14,scattered clouds
506,Bamako,ML,12.65,-8.0,84.61,54,20,1.12,light rain
507,Bridlington,GB,54.0831,-0.1919,48.88,90,68,10.02,broken clouds
508,San Rafael,AR,-34.6177,-68.3301,56.21,36,28,1.28,scattered clouds
509,Kankakee,US,41.15,-87.8667,72.05,61,1,3.44,clear sky
510,Stromness,GB,58.965,-3.296,46.65,81,100,5.64,overcast clouds
511,Garca,BR,-22.2106,-49.6561,69.26,56,24,2.08,few clouds
512,Da Nang,VN,16.0678,108.2208,89.58,62,40,2.3,scattered clouds
513,Bogen,DE,48.9112,12.6896,48.76,97,100,4.76,light rain
514,Greytown,ZA,-29.0642,30.5928,48.81,63,5,2.64,clear sky
515,Yulara,AU,-25.2406,130.9889,58.84,44,100,19.57,overcast clouds
516,Tura,IN,25.5198,90.2201,75.49,79,100,5.73,overcast clouds
517,Frontignan,FR,43.4485,3.754,57.99,66,18,6.69,few clouds
518,Macedo De Cavaleiros,PT,41.5382,-6.9611,57.31,67,79,4.47,broken clouds
519,Meulaboh,ID,4.1363,96.1285,78.4,84,100,8.46,overcast clouds
520,Terrasini,IT,38.146,13.0844,67.46,72,75,3.44,broken clouds
521,Nenjiang,CN,49.1833,125.2167,59.36,47,67,6.44,broken clouds
522,Wanaka,NZ,-44.7,169.15,48.27,68,100,5.88,overcast clouds
523,Sorsk,RU,54.0033,90.2467,61.07,78,98,6.04,overcast clouds
524,Bodden Town,KY,19.2833,-81.25,81.93,66,20,11.95,few clouds
525,Birnin Kebbi,NG,12.4539,4.1975,91.4,29,46,13.96,scattered clouds
526,Bandar-E Anzali,IR,37.4727,49.4622,66.31,85,75,3.6,broken clouds
527,Praia Da Vitoria,PT,38.7333,-27.0667,61.05,72,75,12.17,broken clouds
528,Ngunguru,NZ,-35.6167,174.5,64.17,50,0,5.17,clear sky
529,Simi,SL,9.5667,-12.35,75.36,94,100,0.92,overcast clouds
530,Lucapa,AO,-8.4192,20.7447,58.57,57,6,4.34,clear sky
531,Estacion Coahuila,MX,32.1939,-115.0017,96.89,15,34,9.13,scattered clouds
532,Fuyang,CN,32.9,115.8167,82.67,39,69,10.51,broken clouds
533,Saint Anthony,US,45.0205,-93.218,59.95,49,75,1.99,broken clouds
534,Zalantun,CN,48.0,122.7167,58.06,50,73,10.33,broken clouds
535,Sur,OM,22.5667,59.5289,96.6,30,0,5.17,clear sky
536,Takoradi,GH,4.8845,-1.7554,78.91,88,97,6.62,light rain
537,Osypenko,UA,46.9136,36.8253,64.83,69,89,7.87,overcast clouds
538,Springdale,US,36.1867,-94.1288,75.33,81,1,6.13,clear sky
539,Medea,DZ,36.2642,2.7539,55.85,89,70,1.79,broken clouds
540,Jeremoabo,BR,-10.075,-38.4808,68.58,98,76,5.97,broken clouds
541,Iqaluit,CA,63.7506,-68.5145,31.73,80,75,6.91,broken clouds
542,Antofagasta,CL,-23.65,-70.4,58.28,65,100,4.29,overcast clouds
543,Dzilam Gonzalez,MX,21.2833,-88.9333,78.6,75,97,8.25,overcast clouds
544,Russell,US,32.3502,-85.1999,76.23,84,1,2.59,clear sky
545,Eirunepe,BR,-6.6603,-69.8736,73.58,92,53,2.37,broken clouds
546,Hobyo,SO,5.3505,48.5268,78.08,78,44,15.41,scattered clouds
547,Tiznit,MA,29.5833,-9.5,58.73,81,4,2.26,clear sky
548,Vanavara,RU,60.34,102.2797,47.93,32,7,3.51,clear sky
549,Zyryanka,RU,65.75,150.85,60.3,37,100,10.54,overcast clouds
550,Aloleng,PH,16.1307,119.7824,88.5,64,80,4.9,broken clouds
551,Ankang,CN,32.68,109.0172,73.65,65,100,3.69,overcast clouds
552,Camana,PE,-16.6228,-72.7111,70.27,70,100,6.08,overcast clouds
553,Summerville,US,33.0185,-80.1757,78.91,77,20,1.99,few clouds
554,San Martin,AR,-33.081,-68.4681,52.34,42,1,4.5,clear sky
555,La Ronge,CA,55.1001,-105.2842,46.65,42,1,6.91,clear sky
556,Neuquen,AR,-38.9516,-68.0591,64.29,48,75,8.05,broken clouds
557,Hammerfest,NO,70.6634,23.6821,39.65,75,0,4.61,clear sky
558,Progreso,MX,21.2833,-89.6667,82.51,80,100,12.86,overcast clouds
559,Lasa,IT,46.6166,10.7002,54.48,94,46,4.12,scattered clouds
560,Copiapo,CL,-27.3667,-70.3333,49.69,25,72,2.42,broken clouds
561,Sarany,RU,58.5,58.8833,42.57,74,100,8.52,overcast clouds
562,Waipawa,NZ,-41.4122,175.5153,54.23,53,0,6.42,clear sky
563,Gogrial,SS,8.5332,28.1004,77.4,72,98,9.31,overcast clouds
564,Mizque,BO,-17.941,-65.3402,60.15,77,90,1.45,overcast clouds
565,Chaplynka,UA,46.3651,33.5403,56.8,74,38,5.84,scattered clouds
566,Lakeway,US,30.3638,-97.9796,81.73,80,40,4.0,scattered clouds
567,Solnechnyy,RU,50.7214,136.6319,47.41,70,100,3.06,overcast clouds
568,Lancaster,US,40.2504,-76.2499,70.43,88,90,1.99,overcast clouds
569,Nhulunbuy,AU,-12.2333,136.7667,84.81,61,20,19.57,few clouds
570,Aluksne,LV,57.4167,27.05,44.17,94,43,6.82,scattered clouds
571,Krasnoarmeysk,RU,51.0239,45.6969,58.15,76,15,8.46,few clouds
572,Anloga,GH,5.7947,0.8973,82.62,82,91,13.91,overcast clouds
573,Darhan,MN,49.4867,105.9228,57.7,29,3,16.46,clear sky
574,Gushi,CN,34.6425,109.5843,90.25,10,99,13.2,overcast clouds
575,Zhigansk,RU,66.7697,123.3711,58.66,45,10,14.88,clear sky
576,Port Hawkesbury,CA,45.6169,-61.3485,62.73,88,1,5.99,clear sky
577,Kibondo,TZ,-3.5864,30.7203,62.37,81,100,3.8,overcast clouds
578,Havelock,US,34.8791,-76.9013,76.01,85,40,8.01,scattered clouds
579,Bagotville,AU,-28.9833,153.4167,69.62,73,99,11.74,overcast clouds
580,Nizwa,OM,22.9333,57.5333,93.49,14,6,1.99,clear sky
581,Bertoua,CM,4.5833,13.6833,66.67,97,88,1.57,overcast clouds
582,Olmos,PE,-5.9847,-79.7453,71.29,80,2,1.81,clear sky
583,Katiola,CI,8.1333,-5.1,77.63,92,95,6.44,overcast clouds
584,Susangerd,IR,31.5608,48.1831,77.02,19,0,6.67,clear sky
585,Simplicio Mendes,BR,-7.8539,-41.9103,73.22,52,4,7.67,clear sky
586,Dhidhdhoo,MV,6.8833,73.1,82.9,77,78,23.89,broken clouds
587,Tailai,CN,46.3833,123.4,63.64,37,91,8.48,overcast clouds
588,Pauini,BR,-7.7136,-66.9764,77.56,77,100,0.2,overcast clouds
589,Masterton,NZ,-40.9597,175.6575,55.96,50,0,5.1,clear sky
590,Chkalovskoye,RU,44.8392,133.0436,63.55,52,100,2.62,light rain
591,Ogulin,HR,45.2661,15.2286,50.83,82,57,2.01,broken clouds
592,Chikwawa,MW,-16.0335,34.8009,56.75,86,0,0.45,clear sky
593,Shimanovsk,RU,52.0,127.7,57.99,45,100,3.15,overcast clouds
594,Rawson,AR,-43.3002,-65.1023,51.71,60,100,12.19,overcast clouds
595,Pampa,US,35.5362,-100.9599,73.54,60,40,16.11,scattered clouds
596,Verkh-Usugli,RU,52.7,115.1667,59.49,26,100,4.61,overcast clouds
597,Solwezi,ZM,-12.1688,26.3894,44.85,76,1,3.69,clear sky
598,Bluefield,US,37.2698,-81.2223,71.44,75,1,6.91,clear sky
599,Flin Flon,CA,54.7682,-101.865,37.36,49,4,4.45,clear sky
600,Baracoa,CU,20.3467,-74.4958,78.19,84,75,9.75,broken clouds
601,Bafq,IR,31.6128,55.4107,76.01,30,0,2.66,clear sky
602,Cody,US,44.5263,-109.0565,52.2,77,90,14.97,overcast clouds
603,Faro,PT,37.0194,-7.9322,64.18,88,0,4.61,clear sky
604,Varca,IN,15.2167,73.9167,85.44,67,100,10.58,overcast clouds
605,Kavaratti,IN,10.5669,72.642,83.43,74,100,14.74,overcast clouds
606,Radyvyliv,UA,50.1299,25.2558,51.04,95,0,6.55,clear sky
607,Garissa,KE,-0.4536,39.6401,72.36,83,82,13.4,broken clouds
608,Jalu,LY,29.0331,21.5482,75.49,27,0,4.74,clear sky
609,Niimi,JP,34.9833,133.4667,61.95,99,100,4.54,overcast clouds
610,Paulo Afonso,BR,-9.4061,-38.2147,66.65,94,41,5.23,scattered clouds
611,Kailua,US,21.4022,-157.7394,83.61,68,1,6.91,clear sky
612,Vredendal,ZA,-31.6683,18.5012,58.39,54,100,4.25,overcast clouds
613,Ust-Maya,RU,60.4167,134.5333,47.68,90,100,4.45,overcast clouds
614,Cap Malheureux,MU,-19.9842,57.6142,72.09,84,5,1.99,clear sky
615,Challapata,BO,-18.9,-66.7667,47.3,55,100,3.02,overcast clouds
616,Roald,NO,62.5833,6.1333,48.99,93,0,17.27,clear sky
617,Pipri,IN,19.8,75.5333,82.83,58,81,19.8,broken clouds
618,Saint-Denis,FR,48.9167,2.3333,51.15,92,0,0.0,clear sky
619,Yining,CN,29.0361,114.5636,78.64,67,82,2.17,broken clouds
620,Kendari,ID,-3.945,122.4989,85.12,71,57,6.78,broken clouds
621,Iberia,US,29.9502,-91.7507,78.87,88,1,5.12,clear sky
622,Lyuban,BY,52.7985,28.0048,49.03,84,50,6.24,scattered clouds
623,Ayorou,NE,14.7308,0.9174,86.16,22,35,3.83,scattered clouds
624,Shubarshi,KZ,48.5872,57.1869,76.08,46,6,11.1,clear sky
625,Caravelas,BR,-17.7125,-39.2481,71.83,96,22,4.29,few clouds
626,Port-Cartier,CA,50.0334,-66.8654,46.62,99,100,1.9,overcast clouds
627,Millinocket,US,45.6573,-68.7098,78.91,65,20,6.91,few clouds
628,Ust-Ishim,RU,57.6935,71.1665,49.1,76,100,14.99,overcast clouds
629,Pyapon,MM,16.2833,95.6833,87.21,66,100,5.75,overcast clouds
630,Amboasary,MG,-25.0333,46.3833,64.24,91,0,2.73,clear sky
631,Warrnambool,AU,-38.3833,142.4833,58.8,81,98,19.08,overcast clouds
632,Jardim,BR,-21.4803,-56.1381,71.46,65,88,2.21,overcast clouds
633,Lufilufi,WS,-13.8745,-171.5986,86.79,71,93,8.88,overcast clouds
634,Honiara,SB,-9.4333,159.95,85.12,66,76,2.44,broken clouds
635,Werda,BW,-25.2667,23.2833,53.82,42,27,5.53,scattered clouds
636,Peleduy,RU,59.6289,112.7406,62.22,36,99,3.62,overcast clouds
637,Constantine,DZ,36.365,6.6147,65.61,68,75,3.44,broken clouds
638,Carmen,MX,18.6333,-91.8333,84.02,74,38,14.16,scattered clouds
639,Puerto Colombia,CO,10.9878,-74.9547,82.49,85,24,26.62,few clouds
640,Antalaha,MG,-14.9003,50.2788,68.79,86,7,5.64,clear sky
641,Bilibino,RU,68.0546,166.4372,53.04,46,18,8.88,few clouds
642,Ukmerge,LT,55.25,24.75,51.8,92,76,8.39,broken clouds
643,Sibolga,ID,1.7427,98.7792,84.33,75,96,2.1,moderate rain
644,Gotsu,JP,35.0,132.2167,64.54,74,100,8.3,overcast clouds
645,Hauterive,FR,46.0901,3.4459,51.58,96,88,1.5,overcast clouds
646,Bolgar,RU,54.95,49.0667,53.51,81,0,6.78,clear sky
647,Kieta,PG,-6.2167,155.6333,80.64,86,100,3.04,moderate rain
648,Kathmandu,NP,27.7167,85.3167,66.42,100,75,0.0,broken clouds
649,Saint-Pierre,RE,-21.3393,55.4781,69.48,80,1,8.05,clear sky
650,Kodinar,IN,20.7903,70.7031,84.85,68,100,14.52,overcast clouds
651,Sisimiut,GL,66.9395,-53.6735,47.5,45,2,12.39,clear sky
652,Barra Da Estiva,BR,-13.6261,-41.3269,61.11,93,21,3.33,few clouds
653,Nouadhibou,MR,20.931,-17.0347,64.38,82,0,19.57,clear sky
654,Johi,PK,26.6921,67.6133,99.97,25,24,9.08,few clouds
655,Tarata,BO,-17.6167,-66.0167,58.08,61,87,1.45,overcast clouds
656,Tefe,BR,-3.3542,-64.7114,73.63,97,44,2.3,scattered clouds
657,Meiganga,CM,6.5167,14.3,66.24,94,100,1.7,overcast clouds
658,Hambantota,LK,6.1241,81.1185,80.94,89,40,24.74,scattered clouds
659,Benghazi,LY,32.1167,20.0667,69.85,71,11,9.44,few clouds
660,Hulan Ergi,CN,47.2042,123.6333,61.11,45,65,8.86,broken clouds
661,Killybegs,IE,54.6333,-8.45,43.45,87,81,6.46,broken clouds
662,Mango,US,27.9797,-82.3065,79.86,70,1,0.0,clear sky
663,Usinsk,RU,65.9939,57.5281,38.57,52,27,8.84,scattered clouds
664,Palembang,ID,-2.9167,104.7458,84.29,84,75,11.5,light rain
665,Adre,TD,13.4667,22.2,80.42,38,80,5.03,broken clouds
666,Pomabamba,PE,-8.8333,-77.4667,46.89,91,32,3.24,scattered clouds
667,Beyneu,KZ,45.3167,55.2,85.82,20,72,2.68,broken clouds
668,Derzhavinsk,KZ,51.1,66.3167,65.64,45,7,19.84,clear sky
669,Hailar,CN,49.2,119.7,56.57,38,78,3.04,broken clouds
670,Inverell,AU,-29.7833,151.1167,66.67,46,0,7.0,clear sky
671,Gravelbourg,CA,49.8834,-106.5512,46.67,49,100,7.47,overcast clouds
672,Shu,KZ,43.5983,73.7614,75.36,49,96,12.1,overcast clouds
673,Muskogee,US,35.5834,-95.3336,77.52,83,20,4.61,few clouds
674,Bindura,ZW,-17.3019,31.3306,34.84,69,0,2.21,clear sky
675,Warrington,GB,53.3925,-2.5802,48.97,90,10,1.19,clear sky
676,Salisbury,GB,51.0693,-1.7957,49.69,89,20,2.3,few clouds
677,Guarapari,BR,-20.6667,-40.4975,73.29,94,20,6.98,few clouds
678,Livingston,GB,55.9029,-3.5226,49.48,97,75,2.08,broken clouds
679,Uni,RU,57.7535,51.4923,47.08,74,36,5.68,scattered clouds
680,Dingle,PH,10.9995,122.6711,89.92,58,56,5.55,broken clouds
681,Ihosy,MG,-22.4,46.1167,56.05,94,9,2.37,clear sky
682,Same,TZ,-4.0667,37.7333,59.22,95,21,2.64,few clouds
683,Lima,PE,-12.0432,-77.0282,63.14,88,90,4.61,overcast clouds
684,Ondjiva,AO,-17.0667,15.7333,52.74,54,0,6.33,clear sky
685,Omsukchan,RU,62.5333,155.8,42.21,70,100,10.51,overcast clouds
686,Huarmey,PE,-10.0681,-78.1522,67.12,90,60,3.44,broken clouds
687,Tavistock,GB,50.5494,-4.1442,45.84,93,20,1.92,few clouds
688,Uyuni,BO,-20.4597,-66.825,43.47,59,100,5.1,overcast clouds
689,Yeovil,GB,50.9416,-2.6321,48.25,92,4,0.0,clear sky
690,Xifeng,CN,42.7372,124.7222,69.15,27,70,4.85,broken clouds
691,Charters Towers,AU,-20.1,146.2667,79.63,34,7,12.75,clear sky
692,Methoni,GR,36.8197,21.7049,68.22,84,4,16.53,clear sky
693,Syntul,RU,55.0033,41.2971,57.56,74,43,7.99,scattered clouds
694,Dawlatabad,AF,36.4141,64.9053,86.65,13,5,3.13,clear sky
695,Korla,CN,41.7597,86.1469,82.87,11,100,3.38,overcast clouds
696,Ulaangom,MN,49.9811,92.0667,68.95,38,0,6.87,clear sky
697,Quartucciu,IT,39.2519,9.1794,63.0,76,20,5.41,few clouds
698,Constitucion,CL,-35.3333,-72.4167,56.62,88,18,6.62,few clouds
699,Ahipara,NZ,-35.1667,173.1667,60.08,51,69,5.17,broken clouds
700,Monte Carmelo,BR,-18.7247,-47.4986,66.36,53,3,5.55,clear sky
701,Rockland,US,41.1668,-74.0496,72.73,92,96,11.1,overcast clouds
